source,target,value
417,948,1
417,357,1
417,926,1
417,348,1
417,349,1
417,1009,1
417,930,1
417,492,1
419,687,1
420,673,1
420,249,1
421,252,1
421,396,1
422,322,1
422,370,1
422,498,1
422,464,1
423,391,1
423,248,1
423,245,1
423,428,1
424,311,1
425,382,1
426,435,1
426,438,1
427,463,1
427,445,1
427,540,1
427,289,1
427,378,1
428,423,1
428,248,1
428,748,1
428,245,1
429,660,1
429,582,1
430,78,1
430,389,1
430,493,1
431,453,1
431,487,1
432,72,1
433,91,1
434,554,1
435,426,1
436,472,1
436,390,1
436,322,1
436,370,1
436,465,1
436,363,1
436,464,1
437,457,1
437,378,1
438,100,1
438,281,1
438,426,1
439,356,1
439,295,1
441,1002,1
441,462,1
441,479,1
441,400,1
442,291,1
443,328,1
444,225,1
444,622,1
445,463,1
445,427,1
445,412,1
445,273,1
446,228,1
446,736,1
447,1009,1
447,90,1
447,323,1
448,408,1
448,416,1
448,451,1
448,378,1
448,984,1
448,409,1
450,926,1
450,348,1
451,448,1
452,495,1
453,431,1
453,261,1
453,77,1
453,305,1
454,800,1
456,686,1
456,394,1
456,460,1
456,342,1
456,159,1
457,437,1
457,581,1
459,460,1
459,267,1
460,459,1
460,342,1
460,461,1
460,456,1
461,460,1
462,441,1
462,479,1
462,400,1
463,445,1
463,427,1
463,273,1
464,472,1
464,422,1
464,436,1
464,322,1
464,370,1
464,465,1
464,363,1
465,436,1
465,322,1
465,370,1
465,464,1
466,739,1
467,387,1
467,277,1
468,296,1
468,303,1
469,405,1
469,362,1
469,388,1
470,474,1
470,386,1
470,471,1
470,353,1
471,470,1
471,474,1
472,390,1
472,405,1
472,436,1
472,322,1
472,360,1
472,79,1
472,501,1
472,464,1
473,318,1
474,470,1
474,471,1
476,565,1
477,481,1
477,909,1
477,271,1
477,260,1
478,408,1
478,255,1
478,342,1
478,162,1
478,409,1
479,441,1
479,462,1
479,400,1
480,864,1
480,351,1
481,477,1
481,271,1
481,936,1
481,260,1
481,58,1
482,140,1
483,710,1
484,358,1
484,852,1
484,493,1
485,324,1
486,694,1
486,739,1
487,431,1
487,350,1
488,311,1
488,101,1
488,321,1
490,537,1
491,496,1
491,260,1
491,494,1
492,417,1
492,926,1
492,348,1
492,349,1
492,1009,1
493,358,1
493,430,1
493,484,1
494,491,1
494,496,1
495,1010,1
495,452,1
496,620,1
496,491,1
496,494,1
498,422,1
501,472,1
501,390,1
501,79,1
502,1002,1
503,325,1
503,411,1
503,331,1
503,330,1
503,919,1
504,751,1
505,140,1
506,527,1
506,538,1
508,58,1
508,269,1
508,751,1
509,613,1
511,795,1
512,587,1
513,623,1
513,339,1
515,784,1
515,848,1
515,225,1
515,622,1
516,524,1
518,597,1
519,623,1
519,339,1
519,700,1
520,677,1
520,890,1
520,12,1
521,809,1
524,516,1
526,654,1
526,582,1
527,506,1
527,538,1
527,173,1
528,238,1
528,368,1
529,991,1
529,691,1
529,648,1
530,991,1
530,573,1
530,648,1
531,677,1
531,890,1
531,12,1
532,770,1
535,108,1
535,264,1
536,375,1
536,812,1
537,490,1
537,652,1
537,564,1
538,527,1
538,506,1
539,729,1
540,1010,1
540,427,1
540,966,1
542,848,1
542,891,1
544,341,1
544,630,1
544,565,1
545,703,1
545,375,1
547,797,1
548,812,1
552,980,1
552,265,1
554,377,1
554,434,1
556,751,1
557,350,1
557,569,1
557,33,1
557,738,1
560,795,1
560,775,1
561,929,1
561,861,1
562,768,1
562,695,1
562,750,1
562,598,1
562,706,1
564,652,1
564,537,1
565,341,1
565,630,1
565,544,1
565,476,1
565,249,1
566,989,1
566,684,1
566,692,1
567,624,1
568,663,1
569,557,1
569,607,1
569,738,1
570,674,1
571,315,1
572,574,1
573,991,1
573,530,1
573,648,1
574,572,1
578,719,1
578,223,1
579,652,1
580,647,1
581,457,1
582,654,1
582,612,1
582,15,1
582,429,1
582,526,1
583,387,1
583,656,1
583,596,1
584,853,1
584,49,1
585,698,1
585,945,1
585,594,1
586,848,1
586,891,1
587,512,1
587,282,1
588,970,1
590,610,1
591,606,1
591,593,1
592,815,1
593,915,1
593,591,1
593,729,1
594,585,1
594,635,1
595,684,1
596,583,1
597,908,1
597,518,1
597,618,1
598,562,1
604,696,1
606,915,1
606,591,1
606,729,1
607,569,1
607,87,1
607,33,1
608,678,1
608,917,1
609,164,1
610,731,1
610,590,1
611,658,1
612,582,1
613,509,1
613,92,1
614,282,1
615,216,1
615,752,1
616,695,1
616,960,1
616,689,1
618,597,1
618,908,1
620,312,1
620,322,1
620,496,1
620,216,1
622,444,1
622,22,1
622,91,1
622,515,1
623,327,1
623,519,1
623,700,1
623,513,1
624,567,1
625,312,1
625,216,1
625,675,1
625,752,1
626,175,1
626,96,1
626,19,1
630,565,1
630,544,1
631,332,1
635,345,1
635,594,1
635,674,1
638,732,1
644,246,1
645,276,1
646,727,1
647,580,1
648,529,1
648,573,1
648,530,1
648,691,1
649,699,1
651,825,1
651,847,1
652,579,1
652,537,1
652,564,1
654,15,1
654,582,1
654,526,1
656,583,1
657,668,1
658,611,1
660,429,1
663,568,1
667,36,1
668,657,1
671,154,1
672,726,1
673,420,1
674,635,1
674,570,1
675,752,1
675,625,1
676,899,1
677,531,1
677,890,1
677,520,1
678,608,1
678,681,1
681,678,1
684,686,1
684,566,1
684,692,1
684,595,1
685,734,1
685,697,1
686,684,1
686,342,1
686,692,1
686,456,1
687,419,1
687,726,1
688,725,1
689,616,1
689,960,1
691,529,1
691,648,1
691,778,1
692,686,1
692,566,1
692,684,1
694,486,1
694,739,1
695,616,1
695,960,1
695,562,1
695,706,1
695,722,1
695,753,1
696,730,1
696,604,1
697,734,1
697,685,1
698,945,1
698,699,1
698,585,1
698,707,1
698,702,1
699,698,1
699,319,1
699,707,1
699,702,1
699,649,1
700,623,1
700,327,1
700,519,1
700,339,1
702,698,1
702,699,1
702,707,1
703,545,1
704,268,1
705,364,1
706,695,1
706,562,1
706,722,1
707,698,1
707,699,1
707,702,1
710,791,1
710,483,1
710,899,1
711,713,1
711,714,1
711,716,1
711,712,1
711,717,1
711,338,1
712,126,1
712,713,1
712,717,1
712,711,1
713,712,1
713,717,1
713,711,1
714,743,1
714,716,1
714,251,1
714,740,1
714,711,1
715,32,1
716,714,1
716,717,1
716,711,1
717,713,1
717,716,1
717,41,1
717,712,1
717,711,1
718,723,1
718,721,1
719,578,1
721,723,1
721,145,1
721,718,1
721,956,1
722,695,1
722,706,1
722,753,1
723,770,1
723,721,1
723,254,1
723,718,1
724,949,1
724,393,1
725,688,1
726,197,1
726,687,1
726,672,1
727,646,1
729,539,1
729,915,1
729,606,1
729,593,1
730,696,1
731,610,1
731,316,1
732,948,1
732,638,1
734,697,1
734,297,1
734,685,1
735,168,1
736,446,1
737,741,1
737,401,1
738,308,1
738,350,1
738,569,1
738,557,1
739,466,1
739,486,1
739,694,1
740,714,1
741,737,1
743,714,1
745,59,1
747,361,1
748,750,1
748,754,1
748,310,1
748,428,1
748,749,1
749,750,1
749,754,1
749,748,1
749,110,1
750,768,1
750,754,1
750,562,1
750,748,1
750,749,1
751,556,1
751,504,1
751,508,1
752,292,1
752,926,1
752,927,1
752,615,1
752,675,1
752,930,1
752,625,1
752,984,1
753,695,1
753,722,1
754,750,1
754,748,1
754,749,1
755,367,1
755,414,1
756,867,1
758,939,1
759,866,1
760,855,1
762,1006,1
763,1005,1
763,1007,1
766,962,1
766,881,1
767,266,1
768,750,1
768,562,1
769,207,1
770,974,1
770,723,1
770,254,1
770,151,1
770,532,1
771,947,1
772,905,1
775,560,1
777,257,1
778,200,1
778,691,1
778,195,1
783,978,1
783,894,1
784,848,1
784,899,1
784,515,1
785,200,1
786,18,1
788,917,1
789,276,1
789,994,1
789,915,1
791,710,1
795,34,1
795,560,1
795,511,1
797,12,1
797,547,1
799,870,1
800,454,1
801,851,1
801,949,1
801,379,1
803,288,1
803,992,1
804,910,1
805,292,1
805,320,1
809,951,1
809,521,1
812,375,1
812,536,1
812,548,1
813,222,1
813,146,1
813,907,1
814,950,1
814,959,1
815,592,1
815,860,1
819,167,1
819,247,1
820,63,1
822,365,1
825,651,1
825,847,1
829,61,1
831,989,1
835,275,1
835,908,1
835,906,1
835,863,1
840,28,1
841,238,1
841,994,1
841,940,1
841,229,1
842,967,1
843,205,1
843,931,1
844,1,1
845,138,1
845,71,1
845,14,1
846,363,1
847,651,1
847,825,1
848,542,1
848,944,1
848,784,1
848,586,1
848,899,1
848,515,1
850,282,1
851,949,1
851,954,1
851,379,1
851,801,1
852,484,1
853,584,1
854,17,1
855,760,1
857,140,1
857,921,1
860,815,1
861,929,1
861,561,1
861,994,1
861,333,1
862,898,1
863,906,1
863,835,1
864,480,1
865,903,1
866,759,1
867,756,1
869,304,1
869,195,1
870,799,1
873,286,1
874,413,1
878,990,1
878,943,1
880,944,1
881,46,1
881,962,1
881,766,1
884,230,1
886,900,1
887,200,1
888,981,1
888,962,1
889,48,1
889,934,1
890,677,1
890,531,1
890,996,1
890,520,1
890,53,1
891,542,1
891,586,1
893,951,1
894,978,1
894,898,1
894,783,1
894,339,1
894,329,1
895,83,1
895,899,1
898,978,1
898,862,1
898,894,1
899,710,1
899,784,1
899,848,1
899,895,1
899,676,1
900,886,1
903,865,1
903,173,1
905,772,1
906,21,1
906,863,1
906,835,1
907,813,1
908,597,1
908,211,1
908,618,1
908,835,1
909,477,1
910,804,1
912,334,1
913,70,1
914,175,1
915,276,1
915,994,1
915,940,1
915,789,1
915,606,1
915,729,1
915,593,1
917,608,1
917,967,1
917,921,1
917,788,1
918,81,1
918,13,1
919,134,1
919,503,1
919,331,1
920,939,1
921,967,1
921,140,1
921,857,1
921,917,1
922,314,1
922,397,1
922,381,1
926,21,1
926,417,1
926,948,1
926,357,1
926,927,1
926,348,1
926,349,1
926,1009,1
926,450,1
926,930,1
926,752,1
926,492,1
927,408,1
927,926,1
927,930,1
927,752,1
927,984,1
927,162,1
928,941,1
929,561,1
929,861,1
929,994,1
929,333,1
930,21,1
930,417,1
930,948,1
930,357,1
930,926,1
930,927,1
930,235,1
930,997,1
930,752,1
931,205,1
931,843,1
934,889,1
935,160,1
935,1007,1
935,391,1
935,290,1
936,481,1
936,58,1
938,160,1
938,391,1
939,340,1
939,998,1
939,920,1
939,758,1
940,946,1
940,276,1
940,841,1
940,994,1
940,915,1
941,928,1
943,990,1
943,878,1
944,880,1
944,56,1
944,848,1
945,698,1
945,585,1
946,940,1
947,771,1
947,328,1
948,21,1
948,417,1
948,357,1
948,926,1
948,60,1
948,930,1
948,732,1
949,724,1
949,851,1
949,954,1
949,801,1
950,814,1
951,893,1
951,809,1
953,75,1
954,851,1
954,949,1
955,226,1
956,721,1
956,243,1
958,55,1
958,983,1
959,814,1
960,616,1
960,695,1
960,689,1
961,965,1
961,963,1
961,210,1
961,231,1
961,966,1
962,888,1
962,881,1
962,766,1
963,965,1
963,283,1
963,961,1
963,966,1
965,963,1
965,961,1
965,966,1
966,965,1
966,963,1
966,961,1
966,540,1
967,842,1
967,921,1
967,917,1
970,588,1
971,317,1
974,770,1
974,151,1
976,291,1
976,396,1
976,271,1
977,979,1
978,898,1
978,783,1
978,894,1
979,977,1
980,347,1
980,552,1
980,265,1
981,109,1
981,888,1
983,55,1
983,958,1
984,408,1
984,927,1
984,752,1
984,448,1
984,409,1
985,22,1
985,91,1
987,88,1
989,566,1
989,831,1
990,943,1
990,878,1
991,529,1
991,573,1
991,530,1
991,65,1
992,803,1
992,288,1
993,172,1
994,929,1
994,841,1
994,861,1
994,915,1
994,940,1
994,789,1
995,1006,1
996,890,1
996,53,1
997,60,1
997,930,1
998,340,1
998,939,1
999,305,1
1000,96,1
1001,114,1
1001,68,1
1002,441,1
1002,502,1
1005,763,1
1005,1007,1
1006,995,1
1006,762,1
1007,1005,1
1007,763,1
1007,935,1
1009,417,1
1009,926,1
1009,348,1
1009,447,1
1009,349,1
1009,323,1
1009,492,1
1010,495,1
1010,540,1
